Area,Date,Revision,Location,NMC,Description,Format,Type,Sheets,Notes
Woodstock,1913,1932,MDL B2,,COLOUR,paper,plans (large),"5-7, 9, 10, 25, 26",incomplete set
Woodstock,1913,1928,MDL G 3401 G475 1878-,29826,BW,microfiche,,,
Woodstock,1913,1932,MDL G 3401 G475 1878-,29825,BW,microfiche,,,
Woodstock,1919,,MDL B2,,COLOUR,paper,slips,"Trans. 12-14, 17",
Woodstock,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
Woodstock,1947,,MDL B2,,COLOUR,paper,plans (large),12,printed on back of Humber Bay plans (large)
"Woodstock, Nb",1947,,MDL B2,,COLOUR,paper,plans (large),"1-5, 7, 13-15, 17, 18","incomplete set. Shelburne, Joliette, and Toronto slips, Windsor and Humber Bay plans (large) printed on backs"
Woodville,1910,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Wooler,1904,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Wroxeter,1894,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Wroxeter,1894,1904,MDL G 3401 G475 1878-,9788,BW,microfiche,,,
Wyoming,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,3 sh.
Yarmouth,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,37,
Yarmouth,1955,,MDL B2,,COLOUR,paper,plans,1-37,complete set
Yellowknife,1948,,MDL G 3401 G475 1878-,7859,BW,microfiche,,,
Yorkton,1957,1965,Fisher Rare Book Library,,COLOUR,paper,plans,22,
Yorkville,[1884],,MDL G 3401 G475 1878-,13985,BW,microfiche,,,
Zurich,1886,1904,MDL G 3401 G475 1878-,13986,BW,microfiche,,,
Zurich,1896,,MDL G 3401 G475 1878-,9791,BW,microfiche,,,
