Seq#,Date acq.,Title,Data producer/creator,Notes,
329,,Covered employment and wages CEW/ES-204,U.S. BLS,"$ - disk # 5, version 1",
330,2000,Demographic yearbook: historical supplement 1948-1997,United Nations,,
331,,General social survey 1972-1998: NORC-GSS cumulative study,Roper Center for Public Opinion Research,$,
332,,General social survey 1972-2000: NORC-GSS cumulative study,Roper Center for Public Opinion Research,$,
333,,General social survey 1972-2002: NORC-GSS cumulative study,Roper Center for Public Opinion Research,$,
334,2003,General social survey 1972-2002 release 2 (Aug 2003): NORC-GSS cumulative study,Roper Center for Public Opinion Research,$,
335,,Heart health in Canada,COPI (Conference of Principal Investigators of Heart Health),,
336,2000,International development statistics. 2000 ed.,OECD,,
337,2004,World development indicators cd-rom 2004,World Bank,$,
338,2008,Canada food stats 2008,Statistics Canada (23f0001xcb),DSP,reference collection
339,2008,World development indicators cd-rom 2008,World Bank,$,
340,2008,"International financial statistics, November 2008",International Monetary Fund,$,
341,2008,"International financial statistics, October 2008",International Monetary Fund,$,
342,2008,"Direction of trade statistics, November 2008",International Monetary Fund,$,
343,2008,"TSX cd-rom products: common securities A to E. 2008 Q2 edition. Data to July 31, 2008",Canadian Financial Markets Research Centre (CFMRC),Disc 1 of 4.,
344,2008,"TSX cd-rom products: common securities F to N. 2008 Q2 edition. Data to July 31, 2008",Canadian Financial Markets Research Centre (CFMRC),Disc 2 of 4.,
345,2008,"TSX cd-rom products: common securities O to Z. 2008 Q2 edition. Data to July 31, 2008",Canadian Financial Markets Research Centre (CFMRC),Disc 3 of 4.,
346,2008,"TSX cd-rom products: non-common securities A to Z. 2008 Q2 edition. Data to July 31, 2008",Canadian Financial Markets Research Centre (CFMRC),Disc 4 of 4.,
347,2008,Industry classification coding system (ICCS) version 1.4 2008,Statistics Canada (12f0074xcb),DSP,
348,2008,"CRSP CCM with xpressfeed data, cut date June 2008 (Solaris)",CRSP cmx1_200806_sbd,$ - 1 DVD,
349,2008,CRSP Stock and indices access version 3.10 (Solaris),CRSP cupl1_ver310_ssc,$ - 1 CD,
350,2008,"CRSP CCM with xpressfeed data, cut date June 2008 (Windows)",CRSP cmx1_200806_sld,$ - 1 DVD,
351,2008,CRSP SIFT (Windows),CRSP csae_ver210_swd,$ - 1 DVD,
352,2008,"Direction of trade statistics, December 2008",International Monetary Fund,$,
353,2009,"Direction of trade statistics, January 2009",International Monetary Fund,$,
354,2008,"International financial statistics, December 2008",International Monetary Fund,$,
355,2009,"International financial statistics, January 2009",International Monetary Fund,$,
356,12-Feb-09,CRSP 1925 US stock & indices (Windows/Linux) - data ending Dec. 2008,CRSP fiz_200812_sld,$ - 1 dvd,
357,12-Feb-09,CRSP 1925 US stock & indices (Solaris) - data ending Dec. 2008,CRSP fiz_200812_sbd,$ - 1 dvd,
358,12-Feb-09,CRSP Monthly treasuries,CRSP bmz1_200812_sgc,$ - 1 cd,
359,12-Feb-09,CRSP Stock and indices access version 3.1.1 (Solaris),CRSP cupl1_ver311_ssc,$ - 1 cd,
360,12-Feb-09,CRSPlink CCM with research PDE (Solaris) cut date January 2009,CRSP cpz1_200901_sbc,$ - 1 cd,
361,12-Feb-09,CRSPlink CCM with Xpressfeed data (Solaris) cut date January 2009,CRSP cmz1_200901_sbd,$ - 1 dvd,
362,12-Feb-09,CRSPlink CCM with research PDE (Windows/Linux) cut date January 2009,CRSP cpz1_200901_slc,$ - 1 cd,
363,12-Feb-09,CRSPlink CCM with Xpressfeed data (Windows/Linux) cut date January 2009,CRSP cmz1_200901_sld,$ - 1 dvd,
364,12-Feb-09,CRSP SIFT (Windows),CRSP csae_ver220_swd,$ - 1 dvd,
365,2009,"International financial statistics, February 2009",International Monetary Fund,$,
366,Mar-09,"Direction of trade statistics, February 2009",International Monetary Fund,$,
367,Mar-09,Inter-corporate ownership on cd-rom 2008-4,Statistics Canada 61-517-xcb,DSP,
368,Mar-09,"Labour force historical review, 2008 -- cd1",Statistics Canada 71f0004xcb,DSP,
369,Mar-09,"Labour force historical review, 2008 -- cd2",Statistics Canada 71f0004xcb,DSP,
370,Mar-09,"Labour force historical review, 2008 -- cd3",Statistics Canada 71f0004xcb,DSP,
371,Mar-09,"Census of Canada, 2006: aboriginal peoples of Canada",Statistics Canada 92-593-xcb,DSP - 1 dvd,
372,Mar-09,"Census of Canada, 2006: portrait of official-language communities in Canada",Statistics Canada 92-592-xcb,DSP,
373,2008,Official voting results: fortieth general election 2008,Chief Electoral Officer of Canada,,
374,Apr-09,"Direction of trade statistics, April 2009",International Monetary Fund,$,
375,3/1/2009,"International financial statistics, March 2009",International Monetary Fund,$,
376,4/1/2009,"International financial statistics, April 2009",International Monetary Fund,$,
377,2006,"Census of Canada, 2001: public use microdata file of families - flat file (ASCII)",Statistics Canada 94m0018xcb,DLI,formerly c0029
378,1/13/2006,Canadian community health survey cycle 2.2 (2004) - nutrition - general health component public use microdata file,Statistics Canada 82m0024xcb,DLI,formerly c0030
379,2006,"Canada's retirement income programs, 2006 edition",Statistics Canada 74-507xcb,DLI?,formerly c0031
380,May-06,38th General election: polling division maps & documents,Elections Canada,1 dvd,formerly c0033
381,May-06,39th General election: polling division maps & documents,Elections Canada,1 dvd,formerly c0034
382,2006,"Annual demographic statistics, 2005",Statistics Canada 91-213-xpb,DLI,formerly c0035
383,2006,"Census of Canada, 2001: public use microdata file of individuals - flat file (ASCII). 2nd revision 2006",Statistics Canada 95m00016xcb,DLI,formerly c0037
384,2006,"Census of Canada, 2001: public use microdata file of households and housing - flat file (ASCII). Phase 1 (=release 1)",Statistics Canada 95m00020xcb,DLI,formerly c0038
385,2006,"Census of Canada, 2001: public use microdata file of households and housing - flat file (ASCII). Phase 2 (=release 2)",Statistics Canada 95m00020xcb,DLI,formerly c0039
386,2006,Canada food stats June 2006,Statistics Canada 23f0001xcb,DLI,formerly c0040
387,2006,Canadian community health survey cycle 3.1 (2005) - public use microdata file,Statistics Canada 82m0013xcb,DLI,formerly c0041
388,Sep-03,KLEMS P-level 1961-1997 version 2003/09,Statistics Canada,DLI,formerly c0042
389,2005,"Facts and figures 2005: immigration overview, permanent and temporary residents",Citizenship and Immigration Canada,,formerly c0043
390,2005,"Facts and figures 2005: immigration overview, permanent and temporary residents",Citizenship and Immigration Canada,copy 2,formerly c0044
391,2005,"Faits et chiffres 2005: apercu de l'immigration, residents permanents et temporaires",Citizenship and Immigration Canada,,formerly c0045
392,2005,"Faits et chiffres 2005: apercu de l'immigration, residents permanents et temporaires",Citizenship and Immigration Canada,copy 2,formerly c0046
393,2006,Canada food stats November 2006,Statistics Canada 23f0001xcb,DLI,formerly c0047
394,2008,"Census of Canada, 2006: reference maps, complete set",Statistics Canada 92-172-xvb,DLI - 1 dvd,formerly c0048
395,03/-4/2007,SNF (Street network files) DA - general release 1986 [sic],Statistics Canada. Geo.,,formerly c0049
396,03/-4/2007,SNF (Street network files) DA - documentation [1986],Statistics Canada. Geo.,,formerly c0050
397,,"Financial performance indicators for Canadian business - volumes 1,2,3 - reference years 2003-2005",Statistics Canada 61-224-xcb,DLI,formerly c0051
398,2007,"Census of Canada, 2006: Geosuite",Statistics Canada 92-150-xcb,DLI,formerly c0052
399,2006,Demographic estimates compendium 2006,Statistics Canada 91-213-scb,DLI,formerly c0053
400,,Catch and effort 1987-1998,Canada. Department of Fisheries and Oceans,DLI,formerly c0054
1001,2007,"Labour force historical review, 2007 - CD 1",Statistics Canada 71f0004xcb,DSP,formerly c0048
1002,2007,"Labour force historical review, 2007 - CD 2",Statistics Canada 71f0004xcb,DSP,formerly c0048
1003,2007,"Labour force historical review, 2007 - CD 3",Statistics Canada 71f0004xcb,DSP,formerly c0048
1004,5/19/2009,CRSP SIFT (Windows) version 2.3,CRSP csae_ver230_swd,$ - 1 DVD,K Mak 2009-06-15
1005,5/19/2009,Stock and indices Access - Solavis version 3.12,CRSP cupl1_ver312_ssc,$ - 1cd,
1006,2009-06,UNCTAD handbook of statistics 2007,via GOVT,1 dvd,
1007,May-09,"Direction of trade statistics, May 2009",International Monetary Fund,$,
1008,Jun-09,"Direction of trade statistics, June 2009",International Monetary Fund,$,loaned to 06majuan@utsc.utoronto.ca 2009-08-18
1009,3/1/2009,"International financial statistics, March 2009",International Monetary Fund,$,
1010,4/1/2009,"International financial statistics, April 2009",International Monetary Fund,$,
1011,2009,"General social survey: NORC-GSS cumulative data file 1972-2008. Roper Cener version 3, July 2009",Roper Center for Public Opinion Research,$,
1012,Jul-09,"Direction of trade statistics, July 2009",International Monetary Fund,$,
1013,7/1/2009,"International financial statistics, July 2009",International Monetary Fund,$,
1014,Aug. 2009,"Canadian community health survey, cycle 2.2, Nutrition, 2004 - nutrient intakes from food, provincial, regional and national summary data tables. Volumes 1, 2 & 3.",Health Canada,1 dvd,http://www.chass.utoronto.ca/datalib/inventory/1000/1650.htm
1015,1999,"National accounts of OECD countries. Volume I: main aggregates, 1970-1998",OECD,1 cd,
1016,1999,National accounts of OECD countries. Volume II: detailed tables 1960-1997,OECD,1 cd,
1017,1999,"OECD main economic indicators, 1960-1998, historical statistics. 1999 ed.",OECD,1 cd,
1018,1999,"National longitudinal alcohol epidemiologic survey (NLAES): wave 1, 1991-1992",NIAAA [US],1 cd,unreadable 2009-08-14 lr
1019,2003,"G0000001, g0000005, g0000008, g0000009, g0000010, g0000030, g0001252, g0001256, g0001270",National Archives Canada,1 cd,
1020,1998,"G0000104, G0000167, G0000168",National Archives Canada,1 cd,
1021,1999,"g0000271, g0000700, g0000701, g0000702, g0000703, g0000704, g0000705, g0000952, g0001103, g0001297",National Archives Canada,1 cd,
1022,2000,"G0000036, g0000037, g0000038, g0000363",National Archives Canada,1 cd,
1023,2000,G0000577,National Archives Canada,1 cd,
1024,2000,"G0000578, g0000579, g0000580, g0000581, g0000582",National Archives Canada,1 cd,
1025,,"Direction of trade statistics, historical: 1948-1980",International Monetary Fund,$ - 1 cd,
1026,1999,OECD historical statistics. 1999 ed.,OECD,1 cd,
1027,1999,"Ontario health survey, 1996/97: documentation",Ontario. Ministry of Health,1 cd,
1028,1999,"Ontario health survey, 1996/97: data",Ontario. Ministry of Health,1 cd,
1029,2000,"SADA 0073: Income and expenditure survey, 1995 [South Africa]",SADA,1 cd,
1030,2000,"SADA 0050: Kwa-Zulu Natal income dynamics study (KIDS), 1993 - 1998",SADA,1 cd,
1031,2000,"Roper social and political trends, 1973-1994",Roper Center for Public Opinion Research,1 cd,
1032,2000,Trade unions in western Europe since 1945 (The societies of Europe),accompanied HD6657 .E33 2000 Roba,1 cd,
1033,2000,"United Nations statistical yearbook. 43rd ed., 1999",United Nations,1 cd,
1034,2001,World resources 2000-2001 database,World Resources Institute,1 cd,
1035,2002,"NLS original cohorts: boys, girls, men, women - CHRR NLS investigator format",UT/DLS written 2002,1 cd,
1036,2002,NLSY79: main file. Data release 10.3 - CHRR NLS investigator format,UT/DLS written 2002,1 cd,
1037,2002,"NLSY79: workhist, rel 9.0 - CHRR NLS investigator format",UT/DLS written 2002,1 cd,
1038,2002,NLSY97 release 3.1 - CHRR NLS investigator format,UT/DLS written 2002,1 cd,
1039,2002,"NLSY79 child/young adult 1986-1998, release 9 - CHRR NLS investigator format",UT/DLS written 2002,1 cd,
1040,1997,Golden oldies,National Archives Canada,1 cd,
1041,2009,"Census of Canada,: historical reference maps 1986-1991",Statistics Canada,1 dvd,
1042,2009,"Census of Canada,: historical reference maps 1991",Statistics Canada,1 dvd,
1043,2009,"Census of Canada,: historical reference maps 1991-1996",Statistics Canada,1 dvd,
1044,2009,"TSX cd-rom products: common securities A to E. 2008 ed. Data to December 31, 2008",Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 1 of 5.,
1045,2009,"TSX cd-rom products: common securities F to N. 2008 ed. Data to December 31, 2008",Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 2 of 5.,
1046,2009,"TSX cd-rom products: common securities O to Z. 2008 ed. Data to December 31, 2008",Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 3 of 5.,
1047,2009,"TSX cd-rom products: non-common securities A to I. 2008. Data to December 31, 2008",Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 4 of 5.,
1048,2009,"TSX cd-rom products: non-common securities J to Z. 2008. Data to December 31, 2008",Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 5 of 5.,
1049,2009,"Direction of trade statistics, August 2009",International Monetary Fund,$,
1050,2009,"International financial statistics, August 2009",International Monetary Fund,$,
1051,1996,"USSR population census, 1989",,GOVT,
1052,2004,"Government finance statistics, May 2004",International Monetary Fund,$,
1053,1995,"Census of population and housing, 1990: characteristics of American Indians by tribe and language (SSTF13)",U.S. Bureau of the Census,US/DSP,
1054,2003,"International Social Survey Programme (ISSP) 1985-2002 data and documentation (w/o 1997, 1999, 2001)",GESIS,$,
1055,2002,"International Social Survey Programme (ISSP) : social networks II, 2001",GESIS,$,
1056,2000,Australian referendums 1906-1999,Australian Electoral Commission,,
1057,2009,"Census of Canada,: historical reference maps 1971-1986",Statistics Canada,1 dvd,
1058,2009,DDI 3.0 workshop for <odesi>,,1 cd,
1059,2006,Portuguese business elite - questionnaires,"Makler, Harry",1 cd. Disc 1 of 2,
1060,2006,Portuguese business elite - questionnaires,"Makler, Harry",1 cd. Disc 2 of 2,
1061,2006,Elite industrial Recifence - questionnaires,"Makler, Harry",1 cd. Disc 1 of 2,
1062,2006,Elite industrial Recifence - questionnaires,"Makler, Harry",1 cd. Disc 2 of 2,
1063,2006,Conglomerados financeiros - questionnaires,"Makler, Harry",1 cd. Disc 1 of 1,
1064,2005,Makler - miscellaneous questionnaires,"Makler, Harry",1 cd. Disc 1 of 1,
1065,2009,"International financial statistics, September 2009",International Monetary Fund,$,
1066,,"Census of Canada, 1991: 1991 census public use microdata file -- families",Statistics Canada (95m0009xcb),1 cd,
1067,2009,"Midwest ISO historical LMPs (Day ahead (DA) and Real time (RT), 2005-04 to 2009-08",ftp'd from Midwest ISO (www.midwestmarket.org),1 cd,
1068,2009,"New York ISO historical day ahead market LMPs, 1999-11 to 2009-09",ftp'd from Midwest ISO (mis.nyiso.com),1 cd,
1069,1995,E-stat 1995,STC (10F0024XCB)(DOS),1 cd,
1070,1996,E-stat 1996,STC (10F0024XCB)(DOS),1 cd,
1071,1998,E-stat 1998,STC (10F0024XCB)(DOS),1 cd,
1072,1998,Extraction system of agricultural statistics 1998,STC (21f0001xcb),DLI,
1073,1999,Extraction system of agricultural statistics 1999,STC (21f0001xcb),DLI,
1074,2000,Extraction system of agricultural statistics 2000,STC (21f0001xcb),DLI,
1075,2001,Extraction system of agricultural statistics 2001,STC (21f0001xcb),DLI,
1076,2002,Extraction system of agricultural statistics 2002,STC (21f0001xcb),DLI,
1077,2000,Financial performance indicators for Canadian business - 2000,STC - DLI,DLI,
1078,1999,Health statistics at a glance 1999,STC (82f0075xcb),DLI,
1079,2000,"Health regions 2000: boundaries, geographic information and population estimates",STC (82f0082xcb),DLI,
1080,2000,"Health regions 2000: boundaries, geographic information and population estimates",STC (82f0082xcb),DLI,copy 2
1081,2000,Human activity and the environment 2000,STC (11-509-XPB),DSP(?),
1082,1996,Income historical review 1980-1996,STC (13f0022xcb),DSP,
1083,1997,"Income trends in Canada, 1980-1997",STC (13f0022xcb),DSP,
1084,1997,"Income trends in Canada, 1980-1997®",STC (13f0022xcb),DSP,
1085,1998,"Income trends in Canada, 1980-1998",STC (13f0022xcb),DSP,
1086,1998,"Income trends in Canada, 1980-1998",STC (13f0022xcb),DSP,
1087,1999,"Income trends in Canada, 1980-1999",STC (13f0022xcb),DSP,
1088,2000,"Income trends in Canada, 1980-2000",STC (13f0022xcb),DSP,
1089,1996,"Industrial monitor on cd-rom, July 1996",STC,DLI,
1090,1997,"Industrial monitor on cd-rom, September 1997",STC,DLI,
1091,1995,"Inventory of Statistics Canada's questionnaires, 1995",STC (12-205-xcb),DLI,
1092,1996,"Inventory of Statistics Canada's questionnaires, 1996",STC (12-205-xcb),cd 1 of 2; DLI,
1093,1996,"Inventory of Statistics Canada's questionnaires, 1996",STC (12-205-xcb),cd 2 of 2: DLI,
1094,1997,"Inventory of Statistics Canada's questionnaires, 1997",STC (12-205-xcb),cd 1 of 2; DLI,
1095,1997,"Inventory of Statistics Canada's questionnaires, 1997",STC (12-205-xcb),cd 2 of 2: DLI,
1096,2009,Financial performance indicators for Canadian business - years 2005-2007,STC - DLI,1 cd,
1097,1996,Labour force historical review 1996-R (rev ed.),STC (71f0004xcb),DSP,
1098,1997,Labour force historical review 1997 (rev ed.),STC (71f0004xcb),DSP,
1099,1998,Labour force historical review 1998 (rev ed.),STC (71f0004xcb),DSP,
1100,1999,Labour force historical review 1999 (rev ed.),STC (71f0004xcb),DSP,
1101,1998,"National longitudinal survey of children and youth, cycle 1 release 2",,DLI,
1102,2001,Labour force historical review 2000 (rev ed.),STC (71f0004xcb),DSP - cd 1 of 2,
1103,2001,Labour force historical review 2000 (rev ed.),STC (71f0004xcb),DSP - cd 2 of 2,
1104,2002,Labour force historical review 2001 (rev ed.),STC (71f0004xcb),DSP - cd 1 of 2,
1105,2002,Labour force historical review 2001 (rev ed.),STC (71f0004xcb),DSP - cd 2 of 2,
1106,2002,Labour force historical review 2001-R (rev ed.),STC (71f0004xcb),DSP - cd 1 of 2,
1107,2002,Labour force historical review 2001-R (rev ed.),STC (71f0004xcb),DSP - cd 2 of 2,
1108,,"Labour market activity survey 1986, 1987, 1986-1987, individuals and jobs - A",,DLI,
1109,,"Labour market activity survey 1988, 1989, 1990, individuals and jobs - B",,DLI,
1110,,"Labour market activity survey 1988, 1989, 1990, individuals and jobs - C",,DLI,
1111,2005,"Statistics for research./ Argyros, George. 2nd ed.",Sage Publications (HA 29 A69 2005.,1 cd,
1112,,"National population health survey, 1994-1995: dummy files",STC,DLI,
1113,,"National population health survey, 1996-1997: public use microdata",STC (82m0009xcb),DLI,
1114,,"National population health survey, health institutions component 1996-1997: public use microdata",STC (82m0010xcb),DLI,
1115,2000,"National population health survey, household component,1998-1999 (cycle 3): public use microdata",STC (82m0009xcb),DLI,
1116,,"National population health survey, 1996-1997: dummy files for remote access - research only",STC,DLI,
1117,,"National population health survey, household component, 1998-1999: dummy files for remote access - research only",STC,DLI,
1118,2000,"Occupational surveillance in Canada: cause-specific mortality among workers, 1965-1991",STC (84-546-XCB),DLI,
1119,2001,"Population projections for Canada, provinces and territories 2000-2026",STC (91-520),DLI,
1120,1999,Products shipped by Canadian manufacturers 1988-1996,STC (31-211-xcb),DLI,
1121,1997,"Small business profiles, 1994",STC,DLI,
1122,,"Small business profiles, 1997(?)",STC,DLI,
1123,,"Small business profiles, 2000",STC (61f0015xcb),DLI,
1124,,"Survey of labour and income dynamics, public use microdata - wave 1, 1993",STC (75m0001xcb),DLI,
1125,,Sub-provincial employment dynamics 1996,STC (61f0027xcb),DLI,
1126,,World trade data 1988-1998,STC,DLI,
1127,2004,"Census of Canada, 2001: custom products contract #EO0820",STC,$,
1128,2003,"Financial performance indicators for Canadian business, volumes 1, 2, 3, years 2000-2002",STC (61-224-xcb),DLI,
1129,2004,Human activity and the environment 2004,STC (16-201-xpb),DSP,
1130,2003,Human activity and the environment 2003,STC (16-201-xpb),DSP,
1131,2002,Human activity and the environment 2002,STC (16-201-xpb),DSP,
1132,2005,"Canada food stats, November 2004",STC (23f0001xcb),DSP,
1133,2004,DLI pumfs: SPSS portable files of DLI PUMF files and documentation,"Sharon Neary, University of Calgary",DLI,
1134,,"Canadian community health survey, cycle 1.2, mental health and well-being, 2002 - public use microdata file",STC (82m0021xcb),DLI,
1135,2005,"Canada food stats, June 2004",STC (13f0022xcb),DSP,
1136,2003,"Income trends in Canada, 1980-2002",STC (23f0001xcb),DSP,
1137,2001,Official voting results: thirty-sixth general election 1997/thirty-seventh general election 2000,Elections Canada,,
1138,2004,"Annual demographic statistics, 2003",STC (91-213-xpb),DSP,
1139,,"Canadian community health survey, cycle 2.1, 2003 - public use microdata file",STC (82m0013xcb),DLI,
1140,,"Econnections: linking the environment and the economy. Indicators and detailed statistics, 1997",STC (16-200-xke),DSP,
1141,2005,"Annual demographic statistics, 2004",STC (91-213-xpb),DSP,
1142,2005,"Annual demographic statistics, 2004 ®",STC (91-213-xpb),DSP,
1143,2003,"Financial performance indicators for Canadian business, volumes 1, 2, 3, years 2001-2003",STC (61-224-xcb),DLI,
1144,2005,"Canada food stats, June 2005",STC (23f0001xcb),DSP,
1145,2001,"Financial performance indicators for Canadian business, all volumes, 2001 edition",STC (61-224-xcb),DLI,
1146,,"Canadian community health survey, cycle 2.2, nutrition -- general health component, 2004 - public use microdata file",STC (82m0024xcb),DLI,
1147,2005,"Population projections for Canada, provinces and territories 2005-2056",STC (91-520-scb),,
1148,2005,"Labour force historical review, 2004 - CD1",STC71f0004xcb),DSP cd 1 of 3,
1149,2005,"Labour force historical review, 2004 - CD2",STC71f0004xcb),,
1150,2005,"Labour force historical review, 2004 - CD3",STC71f0004xcb),,
1151,2009,"Direction of trade statistics, September 2009",IMF,$,
1152,2009,"Direction of trade statistics, October 2009",IMF,$,
1153,2009,"International financial statistics, October 2009",IMF,$,reference collection
1154,,Election results 2001,Australian Electoral Commission,free,
1155,,20 Jahre Politbarometer der Forschungsgruppe Wahlen e.V. Mannheim,GESIS Daten Service,,
1156,,ISSP: 1999 social inequalities III,ZA: Zentralarchiv fuer empirische Sozialforschung,,
1157,2005,ISSP: 1999 national identity II,ZA: Zentralarchiv fuer empirische Sozialforschung,$,
1158,1999,"Australian election statistics 1993, 1996, 1998",Australian Electoral Commission,free,
1159,,"Election results 2004, including Behond the scenes: the 2004 election report",Australian Electoral Commission,free,
1160,2004,Creating something from nothing: working with synthetic files.,"DLI training, April 2004",,
1161,2004,"Census of Canada, 1881 -- sas system file",U de Montreal. PRDH,,
1162,1998,"Fixed reproducible tangible wealth of the United States, 1925-[19]97. April 1999 ed.",US. BEA NCN-0229,from Princeton,
1163,2009,CRSPlink CCM with Xpressfeed data (Windows/Linux) cut date October 2009,CRSP cmz1_200910_sld,$ - 1 dvd,
1164,2009,CRSP SIFT (Windows),CRSP csae_ver310_swd,$ - 1 dvd,
1165,2009,CRSP Access (Solaris) data ending version 3.1.4,CRSP cupl1_ver314_ssd,$ - 1 cd,Andreea G - 2010-05-26
1166,2010,"Monthly treasuries, data ending December 2009",CRSP bmz1_200912_sgd,$ - 1 dvd,
1167,2010,1925 US stock & indices (Solaris) data ending December 2009,CRSP fix1_200912_sbd,$ - 1 dvd,
1168,2010,1926 US stock & indices (Windows/Linux) data ending December 2009,CRSP fix1_200912_sld,$ - 1 dvd,
1169,2010,"Direction of trade statistics, February 2010",IMF,$,reference collection
1170,2010,"International financial statistics, March 2010",IMF,$,reference collection
1171,2010,Canada food stats 2009,STC (23f0001xcb),DSP,
1172,2010,"TSX cd-rom products: common securities A to E. 2009 ed. Data to December 31, 2009",$ Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 1 of 5.,
1173,2010,"TSX cd-rom products: common securities F to N. 2009 ed. Data to December 31, 2009",$ Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 2 of 5.,
1174,2010,"TSX cd-rom products: common securities O to Z. 2009 ed. Data to December 31, 2009",$ Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 3 of 5.,
1175,2010,"TSX cd-rom products: non-common securities A to I. 2009. Data to December 31, 2009",$ Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 4 of 5.,
1176,2010,"TSX cd-rom products: non-common securities J to Z. 2009. Data to December 31, 2009",$ Canadian Financial Markets Research Centre (CFMRC),1 cd. Disc 5 of 5.,
1177,2010,"Neighborhood change database (NCDB), 1970-2000 tract data. Long form release 3.0.","$ Geolytics, Inc.",,
1178,2010,Social policy simulation database and model (SPSD/M) version 16.2,STC (89f0002xcb),DLI,
1179,2010,Ontario tobacco survey: baseline data & documentation. May 2010,"Bondy, S.",,
1180,2010,Financial performance indicators for Canadian business - years 2006-2008,STC - DLI,1 cd,
1181,7-Jan-09,CRSPlink CCM with research PDE (Solaris) cut date January 2009,CRSP cpz1_200907_sbc,$ - 1 cd,
1182,7-Jan-09,CRSPlink CCM with Xpressfeed data (Solaris) cut date January 2009,CRSP cmz1_200907_sbd,$ - 1 dvd,
1183,7-Jan-09,CRSPlink CCM with research PDE (Windows/Linux) cut date January 2009,CRSP cpz1_200907_slc,$ - 1 cd,
1184,7-Jan-09,CRSPlink CCM with Xpressfeed data (Windows/Linux) cut date January 2009,CRSP cmz1_200907_sld,$ - 1 dvd,
1185,Feb-10,"Labour force historical review, 2009",Statistics Canada 71f0004xvb,DSP - 1 dvd,http://www.chass.utoronto.ca/datalib/inventory/3000/3949.htm
1186,9-Nov-02,"Census of India, 2001: CIHMS - vol II",India. Office of the Registrar General,$,http://www.chass.utoronto.ca/datalib/inventory/1000/1062.htm
1187,9-Nov-02,"Census of India, 2001: CIHMS - vol I",India. Office of the Registrar General,$,http://www.chass.utoronto.ca/datalib/inventory/1000/1062.htm
1188,9-Nov-02,"Census of India, 2001: CIHMS - vol III",India. Office of the Registrar General,$,http://www.chass.utoronto.ca/datalib/inventory/1000/1062.htm
1189,9-Nov-02,"Census of India, 2001: CIHMS - vol IV",India. Office of the Registrar General,$,http://www.chass.utoronto.ca/datalib/inventory/1000/1062.htm
1190,9-Nov-02,"Census of India, 2001: CIHMS - vol V",India. Office of the Registrar General,$,http://www.chass.utoronto.ca/datalib/inventory/1000/1062.htm
1191,9-Nov-02,"Census of India, 2001: CIHMS - vol VI",India. Office of the Registrar General,$,http://www.chass.utoronto.ca/datalib/inventory/1000/1062.htm
1192,9-Nov-02,"Census of India, 2001: CIHMS - vol VII",India. Office of the Registrar General,$,http://www.chass.utoronto.ca/datalib/inventory/1000/1062.htm
1193,9-Nov-02,"Census of India, 2001: CIHMS - vol VIII",India. Office of the Registrar General,$,http://www.chass.utoronto.ca/datalib/inventory/1000/1062.htm
1194,9-Nov-02,"Census of India, 2001: CIHMS - vol IX",India. Office of the Registrar General,$,http://www.chass.utoronto.ca/datalib/inventory/1000/1062.htm
1195,,UNCTAD handbook of statistics 2005,UNCTAD - via GPS,1 cd,http://www.chass.utoronto.ca/datalib/inventory/3000/3660.htm
1196,,"General social survey 1972-2006: NORC-GSS cumulative study (version 3, June 2007)",Roper Center for Public Opinion Research,$,http://www.chass.utoronto.ca/datalib/inventory/3000/3955htm
1197,,UNCTAD handbook of statistics 2006,UNCTAD - via GPS,1 cd,http://www.chass.utoronto.ca/datalib/inventory/3000/3661.htm
1198,,Annuario statistico italiano 2007,via GPS,1 cd,
1199,,Annuario statistico italiano 2005,via GPS,1 cd,
1200,,UNCTAD handbook of statistics 2000,,,http://www.chass.utoronto.ca/datalib/inventory/3000/3348.htm
1201,,ISSP: the International Social Survey Programme 1985-1992,c,$ - 1 cd,
1202,,UNCTAD handbook of statistics 2002,UNCTAD - via GPS,1 cd,http://www.chass.utoronto.ca/datalib/inventory/3000/3657.htm
1203,,UNCTAD handbook of statistics 2003,UNCTAD - via GPS,1 cd,http://www.chass.utoronto.ca/datalib/inventory/3000/3658.htm
1204,,Election day exit polls 2000 & 2004,Roper Center for Public Opinion Research$ - 1 cd,,http://www.chass.utoronto.ca/datalib/inventory/3000/3956.htm
1205,,ISSP: the International Social Survey Programme 1985-2000,,,
1206,,World development indicators 1999,World Bank,,
1207,,Area Resource File,National Center for Health Workforce Analysis,1 cd.,
1208,,"Continuing Survey of Food Intakes by Individuals 1994-96, 1998",Department of Agriculture / Beltsville Human Nutrition Research Center,1 cd. Disc 1 of 2,
1209,2005,"Continuing Survey of Food Intakes by Individuals 1994-96, 1998",Department of Agriculture / Beltsville Human Nutrition Research Center,1 cd. Disc 2 of 2,
