Area,Date,Revision,Location,NMC,Description,Format,Type,Sheets,Notes
Abbotsford,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,7,3 parts
ACTON,1934,,MDL G 3401 G475 1878-,9269,BW,microfiche,,,
Acton Vale,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,14,Old Fort William
Acton Vale,1957,,MDL B2,,COLOUR,paper,plans,14-Jan,
AILSA CRAIG,1906,,MDL G 3401 G475 1878-,9270,BW,microfiche,,,
Ajax,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,23,Old Port Arthur
Ajax,1960,,MDL B2,,COLOUR,paper,plans,"1-8, 13-20",incomplete set
Albernie and Port Albernie,1954,1957,Fisher Rare Book Library,,COLOUR,paper,plans,25,
Albert,1934,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Alberton,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Alexandria,1917,,Fisher Rare Book Library,,COLOUR,paper,plans,7,1 sheet
Alexandria,1926,,MDL B2,,COLOUR,paper,slips,Trans. 1-4,
Alexandria,1965,,MDL B2,,BW,paper,index,,streets
ALEXANDRIA,1917,1926,MDL G 3401 G475 1878-,9272,BW,microfiche,,,
Alfred,1915,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Alliston,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Alliston,1926,,MDL B2,,COLOUR,paper,plans (large),1,incomplete set
Alma,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
Almonte,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,8,7 sheets
Almonte,1950,,MDL B2,,COLOUR,paper,plans (large),1,incomplete set
Almonte,1964,,MDL B2,,BW,paper,index,,streets and blocks
ALMONTE,1879,1884,MDL G 3401 G475,93466,BW,microfiche,,,
ALMONTE,1879,1884,MDL G 3401 G475 1878-,93540,COlOUR,microfiche,,,
ALMONTE,1879,1884,MDL G 3401 G475 1878-,93538,COLOUR,microfiche,,,
ALMONTE,1889,1902,MDL G 3401 G475 1878-,93465,BW,microfiche,,,
ALMONTE,1889,1902,MDL G 3401 G475 1878-,93542,COLOUR,microfiche,,,
ALTON,1894,,MDL G 3401 G475 1878-,9276,BW,microfiche,,,
Alvinston,1927,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Alvinston,1927,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
Amherst,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,30,
Amherst,1904,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
"Amherst, NS",1959,,MDL B2,,COLOUR,paper,plans,25-Jan,complete set
Amherstburg,1917,1926,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Amherstburg,1917,1926,MDL B2,,COLOUR,paper,plans (large),6-Jan,complete set
AMHERSTBURG,1938,,MDL G 3401 G475 1878-,9280,BW,microfiche,,,
AMHERSTBURG,1901,1906,MDL G 3401 G475 1878-,9278,BW,microfiche,,,
Amos,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Andover & Perth,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Andover & Perth,1964,,MDL B2,,COLOUR,paper,plans,11-Jan,complete set
Anjou,1961,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Annapolis Royal,1951,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Annapolic Royal,1951,,MDL B2,,COLOUR,paper,plans,8-Jan,complete set
Ansonville,1928,,Fisher Rare Book Library,,COLOUR,paper,plans,,
Ansonville,1928,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
Ansonville,1952,,MDL B2,,BW,paper,index,,streets
Antigonish,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,20,
Antigonish,1955,,MDL B2,,COLOUR,paper,plans,16-Jan,complete set
Apohaqui,1938,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Apohaqui,1938,,MDL B2,,COLOUR,paper,plans (large),1,complete set
Arichat,1904,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Arichat,1924,,MDL B2,,COLOUR,paper,slips,Trans. 1,
ARKONA,1896,,MDL G 3401 G475 1878-,9282,BW,microfiche,,,
Armstrong,1952,1955,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Arnprior,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Arnprior,1950,,MDL B2,,COLOUR,paper,plans (large),12-Jan,complete set
ARNPRIOR,1905,,MDL G 3401 G475 1878-,10584,BW,microfiche,,,
ARNPRIOR,1916,,MDL G 3401 G475 1878-,9283,BW,microfiche,,,
ARNPRIOR,1932,,MDL G 3401 G475 1878-,10741,BW,microfiche,,,
Arthabaska,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
ARTHUR,1904,,MDL G 3401 G475 1878-,9285,BW,microfiche,,,
Arvida,1970,,Fisher Rare Book Library,,COLOUR,paper,plans,21,
Asbestos,1953,,Fisher Rare Book Library?,,COLOUR,paper,plans,18,
ATHENS,1896,,MDL G 3401 G475 1878-,9286,BW,microfiche,,,
Aurora,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,17,
Aurora,1960,,MDL B2,,COLOUR,paper,plans,13-Jan,complete set
AURORA,1880,1885,MDL G 3401 G475 1878-,38539,BW,microfiche,,,
Aylmer,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Aylmer,1952,,MDL B2,,COLOUR,paper,plans,10-Jan,complete set
AYLMER,1923,,MDL G 3401 G475 1878-,10293,BW,microfiche,,,
AYLMER,1901,1913,MDL G 3401 G475 1878-,9288,BW,microfiche,,,
Baddeck C.B.,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Baddeck,1959,,MDL B2,,COLOUR,paper,plans,7-Jan,complete set
BADEN,1894,,MDL G 3401 G475 1878-,9290,BW,microfiche,,,
BADEN,1894,1904,MDL G 3401 G475 1878-,9291,BW,microfiche,,,
Bagotville,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Baie Comeau,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,23,
BALA,1936,,MDL G 3401 G475 1878-,11948,BW,microfiche,,,
BANCROFT,1904,,MDL G 3401 G475 1878-,9293,BW,microfiche,,,
Banff,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Barrie,1971,,Fisher Rare Book Library,,COLOUR,paper,plans,57,
Barrie,1971,,MDL B2,,COLOUR,paper,plans,Jan-53,complete set
BARRIE,1907,,MDL G 3401 G475 1878-,9292,BW,microfiche,,,
BARRIE,1931,,MDL G 3401 G475 1878-,98371,BW,microfiche,,,
Barrie,1931,,MDL  B2,,COLOUR,paper,slips,Trans. 2-5,
BARRIE,1923,1931,MDL G 3401 G475 1878-,10714,BW,microfiche,,,
BARRIE,1923,1946,MDL G 3401 G475 1878-,9294,BW,microfiche,,,
Bath,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
BATH,1892,,MDL G 3401 G475 1878-,9296,BW,microfiche,,,
BATH,1892,,MDL G 3401 G475 1878-,9295,BW,microfiche,,,
Bathurst,1952,1966,Fisher Rare Book Library,,COLOUR,paper,plans,20,
Bathurst,1952,1966,MDL B2,,COLOUR,paper,plans,7-Jan,complete set
Bathurst,1966,,MDL B2,,BW,paper,addendums,,
BAYFIELD,1904,,MDL G 3401 G475 1878-,9297,BW,microfiche,,,
BEACHBURG,1908,,MDL G 3401 G475 1878-,9298,BW,microfiche,,,
BEACHVILLE,1894,,MDL G 3401 G475 1878-,9299,BW,microfiche,,,
BEACHVILLE,1894,1904,MDL G 3401 G475 1878-,9300,BW,microfiche,,,
Beaconsfield,1913,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Beaconsfield,1923,,MDL B2,,COLOUR,paper,slips,,
Beamsville,1921,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Beamsville,1921,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
Beamsville,1921,1928,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Beamsville,1928,,MDL B2,,COLOUR,paper,slips,Trans. 1,
Bear River,1940,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Bear River,1940,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
Beauceville,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Beauharnois,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Beaverton,1910,1945,Fisher Rare Book Library,,COLOUR,paper,plans,4,ch.2
Beaverton,1925,,MDL B2,,COLOUR,paper,slips,"Trans. 1, 2",
BEAVERTON,1910,1925,MDL G 3401 G475 1878-,11919,BW,microfiche,,,
Bedford,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Bedford,1952,,MDL B2,,COLOUR,paper,plans,6-Jan,complete set
Beebe Plain,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
BEETON,1926,,MDL G 3401 G475 1878-,9302,BW,microfiche,,,
BELLE EWART,1936,,MDL G 3401 G475 1878-,9303,BW,microfiche,,,
Belle River,1929,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Belle River,1929,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
BELLE RIVER,1898,1906,MDL G 3401 G475 1878-,9304,BW,microfiche,,,
Belleville,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,57,
Belleville,1957,,MDL B2,,COLOUR,paper,plans,26-Jan,
BELMONT,1894,,MDL G 3401 G475 1878-,9306,BW,microfiche,,,
BELMONT,1906,1894,MDL G 3401 G475 1878-,9307,BW,microfiche,,,
Beloeil,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,21,1953
Berthierville,1953,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
BERTIE TOWNSHIP,1938,,MDL G 3401 G475 1878-,9308,BW,microfiche,,,
Bertie Township,1939,,MDL B2,,COLOUR,paper,plans (large),10,incomplete set
Berwick,1922,1938,Fisher Rare Book Library,,COLOUR,paper,plans,3,
BETHANY,1898,,MDL G 3401 G475 1878-,9309,BW,microfiche,,,
BISCOTASING,1915,,MDL G 3401 G475 1878-,9310,BW,microfiche,,,
Bishops Falls,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Bishop's Falls,1956,,MDL B2,,COLOUR,paper,plans,9-Jan,complete set
Black Lake,1926,,MDL B2,,COLOUR,paper,slips,Trans. 1-3,
Black Lake,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Black's Harbour,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Black's Harbour,1963,,MDL B2,,COLOUR,paper,plans,5-Jan,complete set
Blenheim,1924,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Blenheim,1924,,MDL B2,,COLOUR,paper,plans (large),5-Jan,complete set
Blind River,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,16,
Blind River,1956,,MDL B2,,COLOUR,paper,plans,14-Jan,complete set
BLIND RIVER,1915,,MDL G 3401 G475 1878-,9312,BW,microfiche,,,
BLOOMFIELD,1900,,MDL G 3401 G475 1878-,9313,BW,microfiche,,,
Blyth,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Blyth,1926,,MDL B2,,COLOUR,paper,plans (large),4-Jan,complete set
BOBCAYGEON,1890,,MDL G 3401 G475 1878-,9315,BW,microfiche,,,
Bolton,1939,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Borden,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
BOTHWELL,1906,,MDL G 3401 G475 1878-,9317,BW,microfiche,,,
Botwood,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Botwood,1956,,MDL B2,,COLOUR,paper,plans,12-Jan,complete set
Boucherville,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Bourlamaque,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Bowmanville,1911,1924,MDL B2,,COLOUR,paper,plans (large),"1, 3",incomplete set
Bowmanville,1911,1924,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Bowmanville,1970,,MDL B2,,BW,paper,index,,streets
Bracebridge,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,18,
Bracebridge,1957,,MDL B2,,COLOUR,paper,plans,15-Jan,complete set
BRACEBRIDGE,1896,,MDL G 3401 G475 1878-,10559,BW,microfiche,,,
Bradford,1924,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Bradford,1924,,MDL B2,,COLOUR,paper,plans (large),3,incomplete set
BRADFORD,1889,,MDL G 3401 G475 1878-,98381,BW,microfiche,,,
BRAESIDE,1932,,MDL G 3401 G475 1878-,9320,BW,microfiche,,,
Brampton,1931,1940,MDL B2,,COLOUR,paper,plans (large),"2, 3, 7, 9, 11",incomplete set
Brampton,1931,1940,Fisher Rare Book Library,,COLOUR,paper,plans,,11 sh.of 12
Brampton,1971,,Fisher Rare Book Library,,COLOUR,paper,plans,,
Brampton,1971,,MDL B2,,COLOUR,paper,plans,Jan-81,complete set
Brandon,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,52,
Brandon,1957,1963,MDL B2,,COLOUR,paper,plans,"pg 7-15, 27-28, 30-35, 47-49, 51-52, 54-56, 69-74, 89-92, 109-111, 131, 208-213, 227, 230",
BRANDON,1891,,MDL G 3401 G475 1878-,32977,BW,microfiche,,,
BRANDON,1910,,MDL G 3401 G475 1878-,10683,BW,microfiche,,,
BRANDON,1928,,MDL G 3401 G475 1878-,10154,BW,microfiche,,,
BRANDON,1963,,MDL G 3401 G475 1878-,117643,BW,microfiche,,,
BRANDON,1910,1913,MDL G 3401 G475 1878-,10153,BW,microfiche,,,
Brantford,1965,,Fisher Rare Book Library,,COLOUR,paper,plans,83,
Brantford,1965,,MDL B2,,COLOUR,paper,plans,Jan-88,complete set
BRANTFORD,1897,,MDL G 3401 G475 1878-,9322,BW,microfiche,,,
BRANTFORD,1919,1950,MDL G 3401 G475 1878-,9331,BW,microfiche,,,
BRECHIN,1898,,MDL G 3401 G475 1878-,9323,BW,microfiche,,,
BRIDGEBURG,1916,,MDL G 3401 G475 1878-,9324,BW,microfiche,,,
Bridgetown,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Bridgetown,1962,,MDL B2,,COLOUR,paper,plans,8-Jan,complete set
Bridgewater,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,25,
Bridgewater,1955,,MDL B2,,COLOUR,paper,plans,23-Jan,complete set
BRIGDEN,1894,,MDL G 3401 G475 1878-,9325,BW,microfiche,,,
BRIGDEN,1894,[190?],MDL G 3401 G475 1878-,13917,BW,microfiche,,,
Brigham,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Brighton,1911,1926,MDL B2,,COLOUR,paper,plans (large),"1, 4",incomplete set
BRIGHTON,1911,1926,MDL G 3401 G475 1878-,9326,BW,microfiche,,,
Brighton,1926,,MDL B2,,COLOUR,paper,slips,Trans. 2-4,
Brighton,1970,,MDL B2,,BW,paper,index,,streets and blocks
Bristol,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Brockville,1946,1931,Fisher Rare Book Library,,COLOUR,paper,plans,19,
BROCKVILLE,[1882],,MDL G 3401 G475 1878-,10750,BW,microfiche,,,
BROCKVILLE,[1882],,MDL G 3401 G475 1878-,10749,BW,microfiche,,,
BROCKVILLE,1912,1931,MDL G 3401 G475 1878-,9327,BW,microfiche,,,
BROOKLIN,1898,,MDL G 3401 G475 1878-,9329,BW,microfiche,,,
BROOKLIN,1898,1904,MDL G 3401 G475 1878-,9330,BW,microfiche,,,
Brooklyn,1940,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Brooklyn,1940,1942,MDL B2,,COLOUR,paper,plans (large),3,incomplete set
Bruce Mines,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Bruce Mines,1922,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
BRUCEFIELD,1904,,MDL G 3401 G475 1878-,9332,BW,microfiche,,,
BRUSSELS,1890,,MDL G 3401 G475 1878-,9334,BW,microfiche,,,
BRUSSELS,1890,1904,MDL G 3401 G475 1878-,11950,BW,microfiche,,,
Buckingham,1962,,Fisher Rare Book Library,,COLOUR,paper,atlas,20,
Buctouche,1947,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
BURFORD,1894,,MDL G 3401 G475 1878-,13918,BW,microfiche,,,
Burin,1956,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Burin,1956,,MDL B2,,COLOUR,paper,plans,7-Jan,complete set
Burks Falls,1921,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Burks Falls,1921,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
Burlington,1971,,Fisher Rare Book Library,,COLOUR,paper,plans,110,
Burlington,1924,,Fisher Rare Book Library,,COLOUR,paper,plans,12,5 sh.
Burlington,1971,,MDL B2,,COLOUR,paper,plans,1-110,complete set
BURLINGTON,1924,,MDL G 3401 G475 1878-,9336,BW,microfiche,,,
BURLINGTON,1924,1932,MDL G 3401 G475 1878-,9337,BW,microfiche,,,
Burnaby,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,78,Vol.1
Burnaby,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,48,Vol.2
Burns Lake,1954,1959,Fisher Rare Book Library,,COLOUR,paper,plans,3,
BWRTH AUGUSTA,1905,1908,MDL G 3401 G475 1878-,9586,BW,microfiche,,,
BWRTH BAY,1905,1915,MDL G 3401 G475 1878-,9792,BW,microfiche,,,
BWRWOOD,1900,1904,MDL G 3401 G475 1878-,10709,BW,microfiche,,,
BWRWOOD,1900,1911,MDL G 3401 G475 1878-,13964,BW,microfiche,,,
BWRWOOD,1900,1911,MDL G 3401 G475 1878-,9590,BW,microfiche,,,
BYNG INLET,1899,,MDL G 3401 G475 1878-,9338,BW,microfiche,,,
CACHE BAY,1915,,MDL G 3401 g475 1878-,9339,BW,microfiche,,,
Cacouna,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Cadillac,1945,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Caledonia,1925,,Fisher Rare Book Library,,COLOUR,paper,plans,6,4 sh. in 7 sections
Caledonia,1925,,MDL B2,,COLOUR,paper,plans (large),1A-5,complete set
Calgary,1954,1961,Fisher Rare Book Library,,COLOUR,paper,plans,70,Vol.1
Calgary,1954,1972,Fisher Rare Book Library,,COLOUR,paper,plans,54,Vol.2
Calgary,1954,1972,Fisher Rare Book Library,,COLOUR,paper,plans,74,Vol.3
Calgary,1954,1961,Fisher Rare Book Library,,COLOUR,paper,plans,74,Vol.3 2nd Edition
Calgary,1954,1963,Fisher Rare Book Library,,COLOUR,paper,plans,45,Vol.4
Calgary,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,51,Vol.5
Calgary,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,41,Vol.6
Calgary,1963,1972,Fisher Rare Book Library,,COLOUR,paper,plans,80,Vol.7
Calgary,1955,1972,Fisher Rare Book Library,,COLOUR,paper,plans,27,Vol.8
Calgary,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,10,Vol.9
Calgary,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,20,Vol.10
Calgary,1972,,MDL B2,,COLOUR,paper,index,,
Calgary,1954,1961,MDL B2,,COLOUR,paper,plans,29-Jan,Vol. 1
Calgary,1972,,MDL B2,,COLOUR,paper,update stickers,5,Vol. 2 (addendums)
Calgary,1954,1972,MDL B2,,COLOUR,paper,plans,39,Incomplete set
Calgary,1955,1972,MDL B2,,COLOUR,paper,plans,13-Jan,
CALGARY,1911,1913,MDL G 3401 G475 1878,10715,BW,microfiche,,,
CALGARY,1911,,MDL G 3401 G475 1878-,10207,BW,microfiche,,,
CALGARY,1911,,MDL G 3401 G475 1878-,32979,BW,microfiche,,,
CALGARY,1913,,MDL G 3401 G475 1878-,10718,BW,microfiche,,,
CALGARY,1913,,MDL G 3401 G475 1878-,10717,BW,microfiche,,,
CALGARY,1954,,MDL G 3401 G475 1878-,46905,BW,microfiche,,,
CALGARY,1911,,MDL G 3401 G475 1878-,10272,BW,microfiche,,,
CALGARY,1911,1913,MDL G 3401 G475 1878-,10716,BW,microfiche,,,
CALGARY,1914,,MDL G 3401 G475 1878-,11334,BW,microfiche,,,
CALGARY,1911,1914,MDL G 3401 G475 1878-,10187,BW,microfiche,,,
CALGARY,1921,1947,MDL G 3401 G475 1878-,31759,BW,microfiche,,,
CALGARY,1911,,MDL G 3401 G475 1878 -,10270,BW,microfiche,,,
CALLANDER,1915,,MDL G 3401 G475 1878-,9341,BW,microfiche,,,
Calumet,1914,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
CAMDEN EAST,1904,,MDL G 3401 G475 1878-,9342,BW,microfiche,,,
Campbell River,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,9,
Campbell River,1957,,MDL B2,,COLOUR,paper,plans,8-Jan,complete set
Campbellford,1926,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Campbellford,1926,,MDL B2,,COLOUR,paper,plans (large),8-Jan,complete set
Campbellford,1929,,MDL B2,,COLOUR,paper,slips,Trans. 1-5,
Campbellford,1970,,MDL B2,,BW,paper,index,,streets and blocks
CAMPBELLFORD,1926,1929,MDL G 3401 G475 1878-,9344,BW,microfiche,,,
Campbellton,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,24,
Campbellton,1952,,MDL B2,,COLOUR,paper,plans,"1-15, 26-31",complete set
Camrose,1955,,Fisher Rare Book Library,,COLOUR,paper,plans,12,
Camrose,1955,,MDL B2,,COLOUR,paper,plans,12-Jan,
Canning,1922,1940,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Cannington,1910,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Cannington,1910,,MDL B2,,COLOUR,paper,plans (large),5-Jan,complete set
Cannington,1925,,MDL B2,,COLOUR,paper,slips,"Trans. 1, 2",
CANNINGTON,1884,,MDL G 3401 G475 1878-,13920,BW,microfiche,,,
CANNINGTON,1925,,MDL G 3401 G475 1878-,98376,BW,microfiche,,,
CANNINGTON,1910,1925,MDL G 3401 G475 1878-,11911,BW,microfiche,,,
Canso,1922,,Fisher Rare Book Library,,COLOUR,paper,plans,2,2 cops.
Canso and Inverness,1922,,MDL B2,,COLOUR,paper,slips,Trans. 22,
Canterbury,1934,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Cap de la Madeleine,1958,,Fisher Rare Book Library,,COLOUR,paper,atlas,65,
Cap Sante,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Cap St. Ignace,1896,,Fisher Rare Book Library,,COLOUR,paper,plans,2,2 cops.
Capreol,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,4,
Capreol,1950,,MDL B2,,COLOUR,paper,plans (large),4-Jan,complete set
Carberry,1964,,Fisher Rare Book Library,,COLOUR,paper,plans,7,
Carberry,1964,,MDL B2,,COLOUR,paper,plans,odds,index & pg. 5 only
Carbonear,1946,,MDL B2,,BW,paper,plans (large),2,incomplete set. Printed on back of sh. 2 Penetanguishene plan (large)
Carbonear,1963,,Fisher Rare Book Library,,COLOUR,paper,plans,10,
Carbonear,1963,,MDL B2,,COLOUR,paper,plans,8-Jan,complete set
CARBONEAR,1893,1911,MDL G 3401 G475 1878-,51383,BW,microfiche,,,
Cardigan and Crapeau,1946,,MDL B2,,COLOUR,paper,slips,Trans. 10,
CARDINAL,1917,1928,MDL G 3401 G475 1878-,10713,BW,microfiche,,,
Cardinal,1917,1928,MDL B2,,COLOUR,paper,plans (large),"1, 4, 5",incomplete set
Cardinal,1928,,MDL B2,,COLOUR,paper,slips,"Trans. 1, 2",
Cardston,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,11,
Cardston,1960,,MDL B2,,COLOUR,paper,plans,11-Jan,
Carleton Place,1902,1926,Fisher Rare Book Library,,COLOUR,paper,plans,10,6 sh.
Carleton Place,1963,,MDL B2,,BW,paper,index,,streets
CARLETON PLACE,1950,,MDL G 3401 G475 1878-,98387,BW,microfiche,,,
CARLETON PLACE,1902,1919,MDL G 3401 G475 1878-,9881,BW,microfiche,,,
CARLETON PLACE,1926,1950,MDL G 3401 G475 1878-,9347,BW,microfiche,,,
CARLETON PLACE,1926,,MDL G 3401 G475 1878-,9348,BW,microfiche,,,
Carleton Place,1926,1950,MDL B2,,COLOUR,paper,plans (large),"1, 3, 4, 6, 10",incomplete set
Carleton Place,1950,,MDL B2,,COLOUR,paper,slips,Trans. 1-6,
CARP,1897,,MDL G 3401 G475 1878-,9349,BW,microfiche,,,
CARP,1897,1908,MDL G 3401 G475 1878-,9350,BW,microfiche,,,
CASSELMAN,1900,,MDL G 3401 G475 1878-,9351,BW,microfiche,,,
Castlegar,1959,,Fisher Rare Book Library,,COLOUR,paper,plans,8,
Castlegar,1959,,MDL B2,,COLOUR,paper,plans,4-Jan,complete set
CASTLETON,1898,,MDL G 3401 G475 1878-,9352,BW,microfiche,,,
CASTLETON,1898,1904,MDL G 3401 G475 1878-,9353,BW,microfiche,,,
CAYUGA,1887,,MDL G 3401 G475 1878-,9354,BW,microfiche,,,
CAYUGA,1887,1909,MDL G 3401 G475 1878-,13921,BW,microfiche,,,
Centreville,1944,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Centreville,1944,,MDL B2,,COLOUR,paper,plans (large),2-Jan,complete set
Chambly,1962,,Fisher Rare Book Library,,COLOUR,paper,plans,28,
Chambord,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Champlain,1897,,Map and Data Library,,COLOUR,Digital,Plans,,ZOOMIFY; JPEG
Champlain,1897,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Chandler,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Chapleau,1950,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Chapleau,1950,,MDL B2,,COLOUR,paper,plans (large),5-Jan,complete set
CHAPLEAU,1924,,MDL G 3401 G475 1878-,9355,BW,microfiche,,,
Charlemagne,1905,,Fisher Rare Book Library,,COLOUR,paper,plans,1,
Charlottetown,1951,,MDL B2,,COLOUR,paper,slips,,
Charlottetown,1956,1968,Fisher Rare Book Library,,COLOUR,paper,plans,56,
Charny,1960,,Fisher Rare Book Library,,COLOUR,paper,plans,13,
Chateau Richer,1906,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Chateauguay Basin,1909,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Chateauguay Village,1909 1,,Fisher Rare Book Library,,COLOUR,paper,plans,,
Chatham,1954,,Fisher Rare Book Library,,COLOUR,paper,plans,65,
Chatham,1952,,Fisher Rare Book Library,,COLOUR,paper,plans,14,
Chatham,1952,,MDL B2,,COLOUR,paper,plans,17-Jan,complete set
"Chatham, ON",1954,,MDL B2,,COLOUR,paper,plans,Jan-43,
CHATSWORTH,1896,[19-?],MDL G 3401 G475 1878-,13922,BW,microfiche,,,
CHELTENHAM,1898,,MDL G 3401 G475 1878-,9358,BW,microfiche,,,
Chemainus,1957,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Chemainus,1957,,MDL B2,,COLOUR,paper,plans,4-Jan,
Cheneville,1908,,Fisher Rare Book Library,,COLOUR,paper,plans,2,
Chesley,1924,,Fisher Rare Book Library,,COLOUR,paper,plans,3,
Chesley,1924,,MDL B2,,COLOUR,paper,plans (large),3-Jan,complete set
CHESLEY,1890,1904,MDL G 3401 G475 1878-,13923,BW,microfiche,,,
Chester,1924,1941,Fisher Rare Book Library,,COLOUR,paper,plans,6,
Chester,1924,1941,MDL B2,,COLOUR,paper,plans (large),6-Mar,incomplete set
Chesterville,1928,,Fisher Rare Book Library,,COLOUR,paper,plans,5,
Chesterville,1928,,MDL B2,,COLOUR,paper,plans (large),5-Jan,complete set
